0
우리나라 노동 경 직성 국가 에서는 안 그렇다 고용 해고 힘드다 리스크 크다 사실 외면
가장 비싸다 일자리 일수록 대체 되다
사무직 웹디자인 컴퓨터 직업 은행원 다 없어지다 직종
컴퓨터 앞 사람 다 위기 이다
아프다 말다
열심히 공부 어렵다 따다 자격증 평생 벌다 먹다 수 잇다 직장 사이 무너지다
현실 빨리 수긍 게 생존 유리하다 내 여태 열심히 해오다 현실 인정 해주다 않다 걸 빨리 적응하다 못 죽음 뿐
부모 공부 만 아니다 세상 멀리 내다보다 눈 키우다 중요하다
회계사 합격 정도 인재 면 걸 해도 자다 함 힘내다
변호사 판사 가해 야하다
앞 앉다 컴퓨터 두드리다 직종 많이 사라지다 보다
부부 어떻 게 든 살아나다 수 이제 초딩 인 뭘 대비 정말 너무 빠르다 변하다 막막하다 사회 다
출산 장려 내 자식 장래 암울하다 대책 마련 하고 장려 하든
회계사 미지 정은 이미 역사 길다 명대 시대 에도 호황 착시현상 뿐
회계사 면 진짜 어마 무시 게 공부 분 일텐데
해외 인턴 무급 이나 되게 적다 받다 고함
카이스트 복전 사람 다 떨어지다 취업 캠프 가다 다시 군데 중 군데 스타트업 인데 진짜 빡세
전문직 정도 니 일반 대 졸자 어떻다 얘기 인지
무섭다 세상 이야
기자 대체 하자 판사 다 없애다 국민 삶 소금 뿌리다
진짜 맨 나중 가면 진짜 아예 인간 채용 않다
개발자 직 군 진짜 타격 입다 년전 코딩 붐 일어서다 단 기 속성 몇개 공부 프로그래머 취업 사람 지금 연차 쌓이다 거기 까지가 마지노선 인거 이후 신입 분들 땜 취업 시장 발도 못 붙이다
그니까 시니어 끼리 시 다르다 주니어 아니다 한테
진짜 심각하다
화이트칼라 인하다 대체 걱정 이고 블루 칼라 중국 발 저가 덤핑 공세 때문 문제 고 쉬다 않다 정말
회계사 필요 많이 뽑다 회계사 학벌 보다 지 잡 대 회계사 안 뽑다 수요 보다 공급 많다 뭐 뽑다 프로그램 돌리다 현재 근무 직원 좀더 전문 적 맏 기고 좀더 연봉 지급 전문화 되어다 신입 안 뽑다 뽑다 이유 없다 벌률 상담 챗 미나 돌리다 자세하다 알다 소장 적다 줍다 상담 분 유료 만원 내다 사라지다
회계사 걱정 정도 면 업무 이미 폭 망중
자르다 아버지 연줄 없다 수습 기간 채용 해주다 회사 없다
무섭다
회계사 정말 대체 예상 위 이다 역시 오다 오다
에구 젊다 분 취업 점점 더 어려워지다 걱정 이다
웹 프로 그렇다 머 전 에도 전 에도 벌다 이제 제일 먼저 나가야 되다 현실
회계사 자격증 취득 사람 카이스트 컴공 취업 걱정
솔직하다 지금 경력 회계사 운 이조 시대 자다 타고나다 지금 시대 쓸다 수 회계사 된거 지 지금 시대 취직 똑같이 이력서 백 개다 안되다 임
세상 정말 빠르다 변하다 요즘 많이 느끼다 중
세상 만 빨리 변하다 해 요 너무 빨 라서 소름 이다 사람 세상 이상하다 사람 로만 늘다
판사 대체 라는 말 판사 사람 이고 분명 정 황상 억울하다 상황 특히 의하다 살생 행위 대해 피해 받다 사람 그로 인하다 남다 가족 앞 살아가다 감 내해 되다 크다 상처 그렇다 사안 피해자 입장 헤아리다 않다 법리 대로 만 판결 정석 대로 가다 뜻임 특히 음주운전 인하다 사망 억울하다 죽음 묻다 폭행 살인 이러하다 사건 심신 미약 초범 형량 감경 없애다 함 사람 생명 뿐 아니다 앞 남다 인생 살아가다 가족 피해자 엮 야하다
울 나라 시험 제도 자다 못 되어다 해외 처럼 단계 별 시험 제도로 기회 주다 아니다 울 나라 떨다 트리 려 시험 제도 때문 시험 문항 쓸다 없다 공부량 많다 시대 흐름 따라가다 못 시험 제도 바꾸다
정도 일찍 태어나다 껄 인간 일자리 점점 더 없어지다 집값 미치다
판사 대체 되어다
무섭다 세상
현직 이다 보다 영상 말 단순하다 자동화 인하다 연차 회계사 대한 수 요 감소 미지 정 상태 난 아니다 구조 적 초반 업황 피크 찍다 내리막 예상 되다 관련 당국 업계 수요 무시 하고 선발 인원 더 늘리다 업 황도 안좋다 자동화 인하다 연차 대한 수요 감소 효과 겹 치다 미지 정 상태 발생 이다
공무원 답 인가 벌써 공무원 몰리 고
지금 년차 회계사 라고 가다 더욱 발전 하고 저렇게 계속 학습 주다 내년 엔 시니어 회계사 업무 맡다
개발자 간 내 시작 에는 차 산업혁명 이니 뭐 니 진짜 개발자 많이 뽑다 진짜 개 븅신 처럼 해도 회사 신입 키우다 써다 한다는 생각 직원 채용 코로나 터지다 시점 이후 가다 발전 프로젝트 급 줄어들다 한순간 신입 취업 힘드다 환경 되어다 이일 해먹 수 아니다 점점 줄어들다 느낌 이다 미래 불투명하다 일이 개발 밖에 없다 뭐 먹다 살다 고민 크다
시작 저년 차 신입 대상 더 발전 중간 급 실무 다 박살 나다
앞 시대 더 힘들다 끼 다 이건 대 세기 때매 절대 피해 갈수 없다
전문성 상관없다 노동 집약 적 인 업무 가다 대체 다 고 보다 이제
어쩌면 저출산 문제 멀다 미래 보다 축복 일지 모르다
불과 전만 저출산 비교 문화 폐해 라고 생각 젠 정말 생존 문제 디폴트 되어다
재무 직 신입 취업 너무 안되다 년제 고 학과 세무 학과 고 자격증 안 돼다 정말
전문직 자격증 안심 못 시 기구
지금 년차 회계사 내년 년차 정속 아니다 무섭다 가속 중 이다 물리 보급 화 되다 순간
때문 타 업종 불경기 심각하다 애초 채용 자체 안함 주변 공장 식품 조 건설 유통업 대표 직원 만나다 얘기 해보다 최대 매출 빠지다 곳도 들다 봄 작년 까지는 돼다 소식 지금 진짜 좋다 소식 자체 아예 안 들리다 경기 침체 앞 년내 정말 많이 변하다
세 일인 자영 업자 이다 무우 배추 양배추 대파 오이 차 싣다 다니다 새벽 식당 납품 크다 돈 안되다 집 살 능력 안되다 보다 똑똑하다 젊은이 힘 내다 꺽 이지 않다 마음 가지 고 취업 성 겅 바라다 화이팅
인구 수 줄어들다 맞다 상황 출산율 높다 경쟁 불 지옥 대한민국 되다
공감 작년 조짐 이상하다 업계 모르다 사람 없다
미국 살다 미국 때문 졸업생 정말 힘들다 많다 한인 자녀 컴공 이나 수학 사용 직업 많이 빠지다 정말 취업 힘들다
어떻다 이렇다 일이
세상 휘 둘리 면 이도 못 그냥 본인 집중 하고 본인 싶다 살다
뉴스 안 보고 지내다 씁쓸하다 결말 이네 요
맞다 얘기 기다 본인 밥그릇 생각 사다리 차다 느낌 멘트
출생 그냥 자연스럽다 자연 선택 이네
자격증 결정 되다 직업 안 맞다 미래 없다
지나다 사무직 다 집 가야 되다 듯
걸 보다 열심히 공부 하고 노력 해봤다 아무 소용없다 생각 이듬
라는 거대하다 흐름 앞 자격증 소용 시대 읽다 능력 거늘
의사 수술 빼다 많이 비슷 혈액 검사 결과 지 보여주다 너무 자다 설명 줌 처방약 알다 설명 많다 이해도 쉬움 병원 가다 의사 랑 대화 해보다 문장 끝임 의사 바쁘다 보 여서 질문 많이 못
병찬 씨 붙다 니까 밥그릇 지키다 이제 덜 뽑다 맞다
택배 기사 하자 몸 써다 되다 젠
저렇게 열심히 공부 남일 않다 마음 아프다
담달 리니지 클래식 회계사 변호사 세무사 분들 오픈 런
판사 가다 이유
에이 사용 오류 진짜 많이 나오다 다시 확인
뒤 자기계발 용 회계사 자격증 따다 두다
본인 많이 뽑다 합격 이제 더 뽑다
자급자족 농사 답 이다
회계사 도장 받다 야하다 일도 없애다 되다
큰일 이네 요
근데 회계사 연도 바이 연도 원래 심하다 어떻다 땐 대다 법인 전체 티 오가다 회계사 시험 합격자 총 합 보다 많다 그냥 대다 원서 넣다 무조건 대다 회계법인 합격 인 연도 어떻다 스카이 상경 계 회계사 시험 합격 이라는 초 엘리트 코스 밟다 않다 이름 들다 보다 회계법인 에는 못 들어가다 그렇다 해도 그렇다 뭐 엔 심각하다 함
론 미래 인간 의사 보다 로봇 의사 더 치료 요
모든 산업 똑같다 미국 금융 권 금융 컨설팅 테크 채용 박살 나다 그나마 포지션 열리다 의료 정도 저만 해도 전 명 팀 달 지금 주 만에 그나마 년대 생 까지는 어떻 게 든 밥 벌이 경력 이라도 쌓이다 년대 생 신입 자리 아예 없다
문 제일 뿐 안전하다 직업 없다
앞 으로는 없어지다 직업 미리 알아보다 공부 고 자격증 따다 되다
책상 머리 앉다 컴퓨터 끄적 대다 다 없어지다 임 몸 만 인간 남다 임
카이스트 복수 전공자 스타트업 취직 햇 다 고
앞 으로는 미래 지향 적 공부 방향 전환
가장 먼저 세무사 회계사 없어지다
합격자 면 서 댓 걱정 분 보다 나은 인생 이니 걱정 안 되다
회계사 수 줄이다 아니다 수임료 낮추다
컴공 나오다 답 없다 공기업 자리 선점 오다 당분간 먹고살다 수
초딩 대졸 투자 돈 대비 얻다 결과물 이르다 공부 의미 시대 정말 힘드다 세상 이네
진짜 충격 적 인게 미나 실습 면접 보다 카이스트 출신 이라도 생 성형 활 용도 낮다 지원 보다 일반 고등학교 졸업 하고 생 성형 이용 극대 화하다 결과물 제출 사람 중 후자 뽑히다 더 충격 적 이다 스타트업 실제 이다
지금 공대 컴공 전공자 작살 중
이렇다 보다 확실하다 기업 이나 주가 거품 끼다 모르다 가다 생산 성 향상 도움 두다 자체 진실 이라 는걸 알 수
년대 년대 생 최고 운 좋다
가다 못 손 기술 배관 공 타 공 대세 되다
오다 황병찬 님 본인 회계사 하고 잘리다 없다 신입 많이 안 뽑다 되다 말
앞 회계사 공인 중개사 랑 똑같다 취급 되다
지금 회계사 걱정 아니다 다다 젓 돼다
회사 지금 되다 디자이너 명 뽑다 아이티 망하다 오래 임 필요없다 가다 다해 서 정치 윗사람 한테 보이다 나오다 셈
신입 변호사 회계사 날 자료 모으다 정리 초면 끝내 버리다
회계사 세무사 숫자 관련 쪽 대체 쉬다 명 걸 수 되다 나중 에는 일반인 오다 상담 회계사 세무사 의존 낮다 지다 모든 분야 이라도 영향 받다
현직 회계 사다 늘다 핑계 뿐 수요 예측 안 하고 회계사 합격 자수 미치다 높이다 업계 자체 덤핑 곪아가 고 욕심 많다 윗 대가리 새끼 스탭들 싸다 부리고 갈아 치우다 많이 뽑다 사단 나다 임 아직 까지는 늘다 거들다 앞 으로는 때문 진짜 업계 힘들다 날 오다
화장품 사업 직원 명 필요하다 만원 가다 해주다 느끼다 브랜드 만들다 활용 키우다 답 유통 광고 회계 번역 통역 컨텐츠 점점 직원 필요 없어지다
힘들다 공부 취업 않다 되다 젊은이 희망이 없다 싸움질 국회의원 숫자 줄 이지
가계부 앱 받다 쓰다 졷같 광고 계속 뜨다 내 앱 만 들어서다 쓰다 쓰다 이렇다 시대 임 하다못해 안 그냥 밑바닥 되다 임
작년 컴공 졸업생 진심 개 빡치다
진짜 전공 뭐 아예 젠 대학 의미 없다 취업 어케하 라고
황당하다
이래서 요즘 유튜브 세무사 자극 적 세무조사 세금 폭탄 어쩌 고 영상 많아지다
사람 필요없다 임 근대 자꾸 애 낳다 몰다
생각 속도 인간 따라가다 못 더 빨리 변하다 느끼다 기도 전
정말 우려 되다 현실 이다
예상 요즘 기술 발달 보다 진짜 무섭다 정도 앞 직업 생태계 완전하다 바뀌다 예상 하고 젠 사람 감 만족 체험 형 아이템 이나 아이디어 필요하다 분야 커지다 예상 숙련 기술 경계 자체 없어지다
꼭 코앞 떨어지다 이르다 들다 미리 미리 들다 생각 못
지다 땃으 니까 줄이다 된댘
젠 스스로 다 필요없다 인간 되어다 듯
업계 진짜 진작 다 먹히다 소프트웨어 쪽 특히 심다 제일 심하다 게임 업계 임 진짜 끝나다 신입 연차 뿐 만이 문제 아니다 경력 직 회사 망하다 순간 구직 난 임 고 연차 능력 좋다 사람 안 뽑다 시대 임
부모 정신차리다 되다 애 대학 보내다 생각 돈 아끼다 빨리 만의 기술 배우다 되다
회계사 랑 세무사 완전 존망 중 공부 분 시작 말다 인생 좇 되다
아주 재밌다 장난 넘다 공부 대체
시대 질문 무기 다 두리 뭉 실하다 질문 엔 평범하다 페라리 타고 출퇴근 만 건가 제대로 질문 자만 진짜 달리다 수
변호사 세무사 회계사 망하다 뭐
사람 명 가치 한장 에도 미치다 못 시대
회계사 합격 정도 면 시험 충분하다 합격 다시 시작 수
자리 차지 하고 고해 서 후배 자리 없애다 표독 사람
미국 일반 회계사 계약 직 생활 이고 세무사 동네 마트 책상 놓다 영업 상담 함
개인 단체 나라 발버둥치다 막다 보다 해도 이건 어쩔 수 없다 현상 이다 이제 어떻다 살 지
젊다 은애 살수 없다 구조 돼다 노가다 농업 만
전문직 고시생 없다 살리다
붙다 사람 얘기 면 안 붙다 사람 섭섭하다
퇴사 진짜 미치다 행동 이다 나가다 들어가다 곳 없다
병찬 씨 자리 두 안남다
고객 회계 자료 넣다 버리다 유출 되다 예상 안 난 합격 가다 발달 돼다 합격자 줄 이라는 건 뭔 심보
괜히 배관 공이 미래 에서는 제일 고 소득 직 군 이라 이유
나완 상관없다 편하다 안심 안되다 모든 사람 이득 보단 피해 사례 더 많아지다 임 늘다 정보검색 적당 수준 선
현실 부정 말고 빨리 공장 노가다
대학교 막 졸업 분 진짜 어렵다 취직 보다 야하다 안 그렇다 기회 더 없다
론 머스크 의사 나가다 리도 언급 한나라 최고 인재 의대 만 가다 미래
타겟 통역 관련 업무 이다
문제 없다 전문직 튀어나오다 보다
현직 공무원 이라 그나마 다행 이네 요 신분 보장 되다 요즘 다시 공무원 인기 들어오다 처럼 상승 들다 앞 더 힘들다
이제 잘리다 청소 업체 들어가다 가다 청소 못
로펌 상황 이다 로펌 하루 찍다 지금 기업 이랑 동일하다 변화 생기다 기초 법령 판례 리서치 이르다 통한 확률 검토 가다 즉각 적 이라 주니어 고용 변호사 님 받다 절약 되다 굳이 뽑다 이유 사라지다 법조 계 선배 로서 진짜 안타 가다
조아 써다 이제 판사 적용 보다
전 가장 먼저 대체 되다 직업 군 이라고 시끄럽다 윘 늘다
회계사 만 그렇다 아니다 문제 가다 사람 아니다 보다 더 정확하다 이다 한다는 거지
약사 타격 크다
잔인하다 장난 이다 장기간 공부 직업 대체 되다
운 없다 수 밖에 직업 따라가다 미래 차다 되다
내 아들 마음 아프다 청년 일자리 많아지다 너무 좋다
대학 졸업장 크다 의미 없어지다 세상 오다 그걸 전 사회 깨닫다 걸리다 직업 학교 역할 대학 문 닫다
청년실업 심각하다 정부 정년 연장 에만 관심 갖다 취업 대한 대책 먼저 마련
시대 필요 따르다 직업 군 당연하다 바뀌다
와중 되다 회계사 코딩 배우다 어떻다 실무 적용 하고 기존 프로세스 개선 수 사이드 프로젝트 만들다 걸 어필 취업 안되다 징징대다 아니다 예전 방식 으로는 안되다 어떻다 기회 잡다 정확하다 진단 해내다 수 방증
댓글 이렇게 꼬이다 사람
사회 트렌드 내 밥그릇 뺏다 안되다 라고 입다 삐뚤어지다 말 똑바로 솔직하다
진짜 스스로 미치다
애초 많이 뽑다 게 회계기준 개정 갑자기 인력 필요하다 아니다
국내 중소기업 다 죽다 뭔 회계사 고 손님 없다 뽑다 리가
그대 성실하다 인정
세상 많이 변하다 직업 많이 없어지다 과정 중 뿐 안타깝다
판사 필요하다 법대 알다 대체 해 라
지금 프롬 프트 라도 짜다 능력 이르다 쯤 지나다 생 가나 대로 지껄이다 프롬 프트 짜다 수준 되다 임 지금 부장 신입 급 한테 프롬 프트 급 조리 업무 지시 안 알다 깔다 세다 느낌 년도 분기 별 매출 실적 예쁘다 정리 해보다 정도 레벨 만 말 돌아가다 수준 안남다
인간 필요 없어지다 앞 인간 밥 먹다 거 외 없다
상담 직도 사라지다 한테 상담 해보다 부끄럽다 없다 나름 사람 감정 이해 하고 객관 적 인 답 해주다
진짜 한국 저출산 축복 이다 이렇다 상황 출생 수 만 명 면 취업 못 사람 수두 룩 사회 불안하다
거 보다 아들 공부 하란 소리 안 나오다
지원 개 밖에 안 거 자체 이상하다 카이스트
변호사 없어지다 고소장 이랑 의견서 가다 직접 작성 해주다
젊다 세대 참으로 딱하다 안타깝다
작곡 도도 살아나다 힘드다
판검 변호사 조속 히 대체
이제 시작 인가 지금 정치권 밥그릇 싸움 아니다 말 국민 이렇다 사회 적 문제 더 심각하다 받다 들이다 누 구르다 감옥 보내다 이렇다 삶 아무 소용없다 이다 더 무섭다 게 다가오다 쓸모없다 몰두하다 게 아니다 생각 인
의사 로봇 수 술기 대체 되다 이미 의료 기 본 사항 가다 터득 다 함
기지 말고 그냥 이용 그냥 창업 힘들다 그냥 새롭다 걸 창조 해내다
대체 되다 싫다 신입 회계사 만 대체 하고 싶다 회계사 공급 통제 자고 주장 기적 인가 지다 들다 명 씩 뽑다 붙다
심각하다 위기 라고 생각 되다 세대 그럭적럭 살아왓다 만 내 손 주 세대 정말 걱정스럽다 몸 때우다 일만이 사람 직접 살아나다
인생 선택 함 아무리 머리 좋다 노력 많이 해도 세상 흐름 못 읽다 못 되다 선택 도태 되다
출산 안되다 시대 이제 결혼 자식 낳다 가야 함 금수 상위 프로 만 자식 낳다 흙 수저 낳다 말 생각 없이 낳다 내 자식 직업 없다 어쩌려 고 현실 보다
상보 면 중국 인지 한국 인지 모르다 상황 똑같다
사람 의하다 건 인공 지능 대체 못
안 돼다 눈 돌리다 야하다 몸 쓰다 에도 가능성 열다 두다
판사 대체
오다 로봇 조합 육체노동 상당수 대체 가능하다 로봇 자율 주 행차 내다 택배 기사 처럼 배 달다
구구단 외우다 계산기 나오다 꼴
백이 라도 벌다 기업 이나 미래 산업 투자 죽음 나선 벗어나다 랑 싸우다 안되다 거대하다 흐름 편성 하고 자본시장 인정 범재 노동 역전 세상 이미 지나다
그동안 숫자 놀다 해주다 과도 받다 초면 되다
살 야하다 요 걱정 이네 요
공인 회계사 난이도 고시 아니다 속이다 뒤집어지다 울화통 터지다 이해 가다 간다
가다 마지막 대체 못 직업 중 미용사 이다
이미 코로나 전 부터도 회계사 변호사 늘다 나오다 그냥 부정 하고 싶다 직종 절대 가다 대체 불가하다 그게 한국어 번역 과정 경리 회계사 오역 거 다 라고 합리화 뿐 시 간문제 인데 한국 노조 걸리다
나다 회계사 어쩔 수 없다 시대 요구 수준 나르다 끌다 올리다 세상 탓 부족함 탓 자격증 하나로 평생 먹다 살리다 생각 버리다
기술 직 살아나다
다큐 제왕 공영 방송 자다 보다
사람 꼭 필요하다 현장 기술 직 노가다 가장 오래 살아나다 직종 죠 로봇 대처 가능하다 건 공장 일이 고
그냥 빨리 대체 대체 하고 기본소득 주다
억울하다 어쩔 수 없다 시 대 흐름 따라가다 알아보다
수습 안 해 줄 거 면 시험 자체 없애다
전화 교환 원 사라지다 맥락 임앞 저런 게 점점 더 늘어나다 빠르다 기다
중소 지원 안 말 뉴스 댓글 많이 보다 게 현실 임 중소 명 뽑다 과제 시험 차 면접 시대 덥다 막상 들어가다 시스템 중소 라 당연하다 없다 청년 세대 시작 못 하고 중년 세대 대체 되다 모르다 근데 게 걱정 인게 시니어 하루아침 만들어지다 아니다 시니어 세대 되어다 주니어 없다 일본 잃어버리다 생각나다
회계사 되다 싶다 시험 준비 하고 가끔 막막하다 많다
활용 더 성장하다 사람 도태 되다 사람 시대 흐름 읽다 자다 적응하다 살아나다 함
대학 타이틀 만으로 취업 시대 냐 내다 년전 에도 그런 적 없다 임 코딩 테스트 다 인재 인지 벌 래 인지 가려내다
젠슨황 전기기사 배관 공 시대 에서도 살아나다 그렇다
몸 때우다 시설 관리 현장 직업 끝 살아나다
머 해먹 고 사다 대학 굳이 다니다 필요 없다
학번 인데 졸업 회계사 막바지 전성기 이다 생각 년대 앞 사라지다 직업 상위 권 회계사 꾸준하다 나오다 시작 만에 일반인 체감 수준 나타나다 거구 요 바라다 법조 계 대체 기득권 때문 절대 현실 화 되다 않다 나라 문과 정치 주도하다 국가 인지 라
공공기관 행정 직 이다 가다 업무 판도 싹 다 바꾸다 사업 제안 서 결과 발표 자료 예전 에는 분 걸리다 작업 지금 불다 그것 더 좋다 퀄리티 만들다 내다 무결 성 데이터 관련 선 아직 다시 확인 되다 글짓기 내 찾다 범위 속도 비교 안되다 가다 더 빠르다 광범위하다 찾다 더 논리 적 이고 위 보고 설득 더 빠르다 업무 뿐 아니다 일상생활 다 바꾸다 최근 에는 붓다 종신 보험 계약서 올리다 현재 걸 유지 되다 특약 변경 그만 넣다 판단 보험 설다 수준 초 내 정리 보여주다 게 무섭다 면 지금 자다 안 쓰다 사람 많다 자다 활용 사람과 써다 보다 사람과 아예 안 쓰다 사람 간의 격차 엄청나다 벌어지다 겁니다 지금 회사 만 보다 자다 활용 직원 안 쓰다 직원 차이 엄청 나다 익숙하다 않다 부장 세대 에선 이전 에도 젊다 직원 격차 지금 완전 바보 되어다 가다 중이 에요
창작물 무단 학습 규제 법안 만들다 작품 이나 디자인 저작물 학습 극 혐 이다
가장 먼저 대체 시급하다 직업 군 판사 검사 인데 말 이지
""
논리 라면 의대 줄이다 되다 증원 다 고 소란 피우지 말고
공대 나오다 코딩 만 알 면 취업 보장 되다 시절 사이 이렇게 바뀌다
회계사 분 적다 뽑다 아니다 저러다 완전 대체 되다 어쩌려구 저러다
문과 전문직 자격증 년안 싹 다 없어지다 겁니다
공회 지피다 티 데이터 정리 정보 보안법 위반 아니다
인문 계 문 닫다
가다 프로그래밍 이나 자료 정리 도와주다 누군가 다루다 때문 사람 필요하다 경력 필요하다 신입 필요 없다 되다 상황 근데 프로그램 그렇다 회계 그렇다 정형 화 되다 업무 데이터 아니다 경우 이고 최종 적 으로는 사람 돌아가다 때문 사람 없다 안되다 주니어 레벨 필요 줄어들다 그냥 핑계 감원 거
이기주의 보다 출입문 줄 이고 법령 철밥통 보호 받다 싶다 회계사 이기주의 보다
백 날 천 날 면허 하나로 날 먹다 의새 이상하다 최소 한번 씩 면허 갱신 시험 제도 도입 함
이제 감정 이용 하고 몸 쓰다 직업 수요 인 듯
회계사 변호사 세무사 년안 없어지다 직업 이라고
회계사 도장 받다 되다 그냥 기관 담당자 지피다 티 엑셀 함수 넣다 돌리다 보고 오류 없다 통과 회계사 진짜 필요없다
카이스트 와도 취업 걱정 진짜 전기공 배관 공 보다
디자인 쪽 마찬가지 채용 공 고가 들어서다 급격하다 주다 그나마 올라오다 지원 명 넘다 음 인 미만 중소기업 인데 명 넘다 지 원함 길 도전 심란하다 매일
대학 갈다 필요 없어지다 젠 예체능 감정 서비스 심리상담가 서비스업 손 노동 만이 살아나다
분석 완전 틀리다 때문 회계사 일자리 없다 아니다 회계감사 가격 후려치다 때문 법 인들 이익 줄 고 그로 인하다 신규 채용 줄어들다 임
하리 오시 험하다 정도 머리 좋다 신분 이니까 인공 지능 맞다 분야 찾다 다시 시작 가능하다 능력 별로 없다 슬프다
세상 경제 변하다 직업 사라지다 생기 기도 거기 맞추다 살 남다 수 밖에
회계사 자격 먹다 살 수 사업 시작 괜찮다 대부분 용기 없다 낭 떨어지다 못 떨어지다 용기 자생 더 강하다
오다 진짜 꼬우 면 일찍 태어나다
